VEST Q1 & 90 & 2117 & 76 & 35 & 142 & 1 \\
VEST Q2 & 89 & 2101 & 77 & 30 & 162 & 23 \\
VEST Q3 & 91 & 185 & 35 & 9 & 70 & 14 \\
VEST Q4 & 90 & 1051 & 48 & 19 & 134 & 16 \\
VEST Q5 & 90 & 1135 & 36 & 20 & 118 & 11 \\
