KAGGLE 1 & 1672 & 2152 & 24 & 11 & 71 & 0 \\
KAGGLE 10 & 1640 & 2187 & 22 & 16 & 127 & 1 \\
KAGGLE 2 & 1278 & 1966 & 29 & 11 & 80 & 0 \\
KAGGLE 3 & 1891 & 2110 & 26 & 8 & 71 & 2 \\
KAGGLE 4 & 1738 & 2679 & 21 & 8 & 59 & 3 \\
KAGGLE 5 & 1795 & 2591 & 14 & 11 & 142 & 1 \\
KAGGLE 6 & 1797 & 2725 & 14 & 12 & 89 & 1 \\
KAGGLE 7 & 1799 & 2601 & 20 & 12 & 79 & 1 \\
KAGGLE 8 & 1799 & 2689 & 28 & 18 & 147 & 1 \\
KAGGLE 9 & 1798 & 3070 & 26 & 19 & 160 & 1 \\
